Total_execution_time_(seconds),global_seed,seed_env_var,key_num,n_replicas,campaigns,timestamp_utc,reference_link_dir,code_version,scenario_date,scenario_reference_utc
9721.959550380707,20260805,QKD_GLOBAL_SEED,5,5,free_space,2026-09-01T20:30:20+00:00,data/reference_link,v0.875.1,2015-03-11,2015-03-12T01:00:00+00:00
