Total_execution_time_(seconds),global_seed,seed_env_var,key_num,n_replicas,campaigns,timestamp_utc,reference_link_dir,code_version,scenario_date,scenario_reference_utc
372042.9544227123,20260805,QKD_GLOBAL_SEED,5,5,free_space+reference_link,2026-08-22T05:11:14+00:00,data/reference_link,v0.875.1,2015-03-11,2015-03-12T01:00:00+00:00
