distance,global_seed,R_sk-BB84,R_sk_std-BB84,R_sk_sem-BB84,QBER_total-BB84,QBER_total_std-BB84,QBER_total_sem-BB84,QBER_est-BB84,QBER_est_std-BB84,QBER_est_sem-BB84,Throughputs-BB84,Throughputs_std-BB84,Throughputs_sem-BB84,Throughput_final-BB84,Throughput_final_std-BB84,Throughput_final_sem-BB84,Latency-BB84,Loss-BB84,R_s-BB84,R_s_std-BB84,R_s_sem-BB84,N_keys-BB84,N_replicas-BB84,R_sk-B92,R_sk_std-B92,R_sk_sem-B92,QBER_total-B92,QBER_total_std-B92,QBER_total_sem-B92,QBER_est-B92,QBER_est_std-B92,QBER_est_sem-B92,Throughputs-B92,Throughputs_std-B92,Throughputs_sem-B92,Throughput_final-B92,Throughput_final_std-B92,Throughput_final_sem-B92,Latency-B92,Loss-B92,R_s-B92,R_s_std-B92,R_s_sem-B92,N_keys-B92,N_replicas-B92,R_sk-COW,R_sk_std-COW,R_sk_sem-COW,QBER_total-COW,QBER_total_std-COW,QBER_total_sem-COW,QBER_est-COW,QBER_est_std-COW,QBER_est_sem-COW,Throughputs-COW,Throughputs_std-COW,Throughputs_sem-COW,Throughput_final-COW,Throughput_final_std-COW,Throughput_final_sem-COW,Latency-COW,Loss-COW,R_s-COW,R_s_std-COW,R_s_sem-COW,Visibility-COW,Visibility_std-COW,Visibility_sem-COW,N_keys-COW,N_replicas-COW,R_sk-BB84+Eve,R_sk_std-BB84+Eve,R_sk_sem-BB84+Eve,QBER_total-BB84+Eve,QBER_total_std-BB84+Eve,QBER_total_sem-BB84+Eve,QBER_est-BB84+Eve,QBER_est_std-BB84+Eve,QBER_est_sem-BB84+Eve,Throughputs-BB84+Eve,Throughputs_std-BB84+Eve,Throughputs_sem-BB84+Eve,Throughput_final-BB84+Eve,Throughput_final_std-BB84+Eve,Throughput_final_sem-BB84+Eve,Latency-BB84+Eve,Loss-BB84+Eve,R_s-BB84+Eve,R_s_std-BB84+Eve,R_s_sem-BB84+Eve,N_keys-BB84+Eve,N_replicas-BB84+Eve,R_sk-B92+Eve,R_sk_std-B92+Eve,R_sk_sem-B92+Eve,QBER_total-B92+Eve,QBER_total_std-B92+Eve,QBER_total_sem-B92+Eve,QBER_est-B92+Eve,QBER_est_std-B92+Eve,QBER_est_sem-B92+Eve,Throughputs-B92+Eve,Throughputs_std-B92+Eve,Throughputs_sem-B92+Eve,Throughput_final-B92+Eve,Throughput_final_std-B92+Eve,Throughput_final_sem-B92+Eve,Latency-B92+Eve,Loss-B92+Eve,R_s-B92+Eve,R_s_std-B92+Eve,R_s_sem-B92+Eve,N_keys-B92+Eve,N_replicas-B92+Eve,R_sk-COW+Eve,R_sk_std-COW+Eve,R_sk_sem-COW+Eve,QBER_total-COW+Eve,QBER_total_std-COW+Eve,QBER_total_sem-COW+Eve,QBER_est-COW+Eve,QBER_est_std-COW+Eve,QBER_est_sem-COW+Eve,Throughputs-COW+Eve,Throughputs_std-COW+Eve,Throughputs_sem-COW+Eve,Throughput_final-COW+Eve,Throughput_final_std-COW+Eve,Throughput_final_sem-COW+Eve,Latency-COW+Eve,Loss-COW+Eve,R_s-COW+Eve,R_s_std-COW+Eve,R_s_sem-COW+Eve,Visibility-COW+Eve,Visibility_std-COW+Eve,Visibility_sem-COW+Eve,N_keys-COW+Eve,N_replicas-COW+Eve,R_sk-BBM92,R_sk_std-BBM92,R_sk_sem-BBM92,QBER_total-BBM92,QBER_total_std-BBM92,QBER_total_sem-BBM92,QBER_est-BBM92,QBER_est_std-BBM92,QBER_est_sem-BBM92,Throughputs-BBM92,Throughputs_std-BBM92,Throughputs_sem-BBM92,Throughput_final-BBM92,Throughput_final_std-BBM92,Throughput_final_sem-BBM92,Latency-BBM92,Loss-BBM92,R_s-BBM92,R_s_std-BBM92,R_s_sem-BBM92,N_keys-BBM92,N_replicas-BBM92,R_sk-E91,R_sk_std-E91,R_sk_sem-E91,QBER_total-E91,QBER_total_std-E91,QBER_total_sem-E91,QBER_est-E91,QBER_est_std-E91,QBER_est_sem-E91,Throughputs-E91,Throughputs_std-E91,Throughputs_sem-E91,Throughput_final-E91,Throughput_final_std-E91,Throughput_final_sem-E91,Latency-E91,Loss-E91,R_s-E91,R_s_std-E91,R_s_sem-E91,CHSH_S-E91,CHSH_S_std-E91,CHSH_S_sem-E91,N_keys-E91,N_replicas-E91,R_sk-BBM92+Eve,R_sk_std-BBM92+Eve,R_sk_sem-BBM92+Eve,QBER_total-BBM92+Eve,QBER_total_std-BBM92+Eve,QBER_total_sem-BBM92+Eve,QBER_est-BBM92+Eve,QBER_est_std-BBM92+Eve,QBER_est_sem-BBM92+Eve,Throughputs-BBM92+Eve,Throughputs_std-BBM92+Eve,Throughputs_sem-BBM92+Eve,Throughput_final-BBM92+Eve,Throughput_final_std-BBM92+Eve,Throughput_final_sem-BBM92+Eve,Latency-BBM92+Eve,Loss-BBM92+Eve,R_s-BBM92+Eve,R_s_std-BBM92+Eve,R_s_sem-BBM92+Eve,N_keys-BBM92+Eve,N_replicas-BBM92+Eve,R_sk-E91+Eve,R_sk_std-E91+Eve,R_sk_sem-E91+Eve,QBER_total-E91+Eve,QBER_total_std-E91+Eve,QBER_total_sem-E91+Eve,QBER_est-E91+Eve,QBER_est_std-E91+Eve,QBER_est_sem-E91+Eve,Throughputs-E91+Eve,Throughputs_std-E91+Eve,Throughputs_sem-E91+Eve,Throughput_final-E91+Eve,Throughput_final_std-E91+Eve,Throughput_final_sem-E91+Eve,Latency-E91+Eve,Loss-E91+Eve,R_s-E91+Eve,R_s_std-E91+Eve,R_s_sem-E91+Eve,CHSH_S-E91+Eve,CHSH_S_std-E91+Eve,CHSH_S_sem-E91+Eve,N_keys-E91+Eve,N_replicas-E91+Eve
1000,20260805,0.0946227208,0.0029837396419314477,0.0013343689333039197,0.015032,0.0003570994259306506,0.00015969971822141717,0.014896000000000001,0.001097488040937121,0.0004908115728056949,2220628.793754718,0.0,0.0,659129.9052663806,11768.210263398129,5262.903624493784,0.013124999996,0.045007413978564004,0.309332,0.002098790127668779,0.0009386074791945704,25,5,0.033264964800000005,0.0014891526981586512,0.000665969332391994,0.029627999999999998,0.0003689444402616724,0.00016499696966914196,0.02984,0.0014740420618150638,0.0006592116503824859,1184638.5383363436,0.0,0.0,239820.78325124917,10708.05953502194,4788.789805484769,0.016874999993,0.045007413978564004,0.159164,0.001823699536656192,0.0008155832268996229,25,5,0.1017732302,0.001186775216826549,0.0005307420117672432,8.000000000000001e-06,1.0954451150103323e-05,4.898979485566356e-06,0.0,0.0,0.0,583108.2486074769,0.0,0.0,392868.17785351997,2225.701356930851,995.363906342181,0.028124999996,0.045007413978564004,0.147922,0.0010148251080851361,0.00045384358539038715,0.9796363136912796,0.004268788377861841,0.0019090601988920267,25,5,0.0,0.0,0.0,0.241416,0.001733516656972195,0.0007752522170236026,0.241072,0.0016204690678936014,0.0007246957982491629,2220628.793754718,0.0,0.0,0.0,0.0,0.0,0.013124999996,0.045007413978564004,0.31120000000000003,0.0016739175606940865,0.0007485986908885215,25,5,0.0,0.0,0.0,0.32592,0.0023350374729327133,0.0010442605038973743,0.328064,0.0060221989339443085,0.002693209238065248,1713892.391033689,0.0,0.0,0.0,0.0,0.0,0.014374999995000002,0.045007413978564004,0.22941599999999998,0.0021990634370113167,0.0009834510663983263,25,5,0.0,0.0,0.0,4.000000000000001e-06,8.94427190999916e-06,4.000000000000001e-06,0.0,0.0,0.0,583108.2486074769,0.0,0.0,0.0,0.0,0.0,0.028124999996,0.045007413978564004,0.148148,0.001094655196854246,0.0004895446864179015,0.011245028436431173,0.015029977254662583,0.0067216101683402404,25,5,0.044445577599999994,0.0017849768036242951,0.0007982658942328433,0.028915999999999997,0.0008472779945212777,0.00037891423831785427,0.028111999999999998,0.001433987447643806,0.0006412986823625942,608943.8622534219,0.0,0.0,128243.98879622766,5407.331269782601,2418.2320592188303,0.020481875019,0.045007413978564004,0.202388,0.0012851925925712556,0.0005747556002337037,25,5,0.030401157999999994,0.0008523723371848692,0.0003811924976171478,0.029671999999999997,0.00047087153237374734,0.0002105801510114384,0.029071999999999997,0.0007345202515928353,0.00032848744268236556,272179.4535809905,1.094614563876441e-07,4.8952651479780154e-08,90297.83615564153,3842.899001243689,1718.5966794893873,0.04281562504619999,0.045007413978564004,0.090092,0.001460451984832092,0.0006531339831918098,-2.6631710462225886,0.009555891463856641,0.0042735245797586845,25,5,0.0,0.0,0.0,0.240692,0.0019540010235411897,0.0008738558233484534,0.24287999999999998,0.003879381393985384,0.0017349121015198424,610973.675127122,4538.799567197667,2029.8128737001214,0.0,0.0,0.0,0.0211387500198,0.045007413978564004,0.201736,0.0011000363630353216,0.0004919512170937232,25,5,0.0,0.0,0.0,0.24189600000000003,0.002409622377054128,0.001077615887039532,0.24272,0.004241886372829908,0.001897029256495538,271256.8113654172,2063.0907128232416,922.642215524253,0.0,0.0,0.0,0.043472500047,0.045007413978564004,0.089284,0.0005374755808406597,0.00024036638700117971,-1.4595276716404764,0.009616072314095976,0.004300438274174462,25,5
2000,20260805,0.0914980836,0.0026088812054083266,0.001166727144102922,0.015132000000000001,0.00030318311298619516,0.00013558761005342632,0.014672,0.0012127324519447802,0.000542350440213705,2220022.0038970397,0.0,0.0,658068.1675487816,19884.75204739915,8892.731458742523,0.013169999995999998,0.08798916064409024,0.29779999999999995,0.0006122091146005313,0.0002737882393383494,25,5,0.032721744399999995,0.0011421762095652317,0.0005107967293741807,0.029164000000000002,0.000911087262560508,0.000407450610503899,0.028832000000000003,0.0010933983720492742,0.0004889826172779566,1138620.3836037356,17036.708413627744,7619.047625142848,237743.95425009626,8205.549931061794,3669.6334877245768,0.016919999993,0.08798916064409024,0.152164,0.0016053286267926556,0.0007179247871469536,25,5,0.09570571059999998,0.0009569296339218459,0.0004279519422266472,4.000000000000001e-06,8.94427190999916e-06,4.000000000000001e-06,0.0,0.0,0.0,549688.6676040053,0.0,0.0,362398.4956323655,1413.6532369665665,632.2049468939722,0.028169999996,0.08798916064409024,0.14201599999999998,0.000983427679089822,0.00043980222827993807,0.9814585205062694,0.002951963873266365,0.0013201583775494332,25,5,0.0,0.0,0.0,0.241648,0.0018540550153649808,0.0008291586096761028,0.24321600000000002,0.003236491927998587,0.001447403191926839,2220022.0038970397,0.0,0.0,0.0,0.0,0.0,0.013169999995999998,0.08798916064409024,0.29716,0.0013143059004661075,0.0005877754673342578,25,5,0.0,0.0,0.0,0.325656,0.0016940720173593748,0.0007576120379191531,0.325888,0.004592376291202628,0.0020537731130774893,1633423.5989244485,0.0,0.0,0.0,0.0,0.0,0.014419999994999998,0.08798916064409024,0.221068,0.0028843231441709064,0.0012899085238884146,25,5,0.0,0.0,0.0,4.000000000000001e-06,8.94427190999916e-06,4.000000000000001e-06,0.0,0.0,0.0,549688.6676040053,0.0,0.0,0.0,0.0,0.0,0.028169999996,0.08798916064409024,0.143772,0.0007294655577887168,0.00032622691489207436,0.01875752170094164,0.014051925169357035,0.006284211978684515,25,5,0.0394521276,0.0018613156291561095,0.00083240565487517,0.030184,0.0008191947265455276,0.0003663550190730302,0.03048,0.001614930339054908,0.0007222188034107115,577974.8139506979,11068.87563873615,4950.151672541087,115094.44640431352,5417.816018732637,2422.92098149469,0.023873250023,0.08798916064409024,0.19241999999999998,0.0013807244475274624,0.0006174787445734494,25,5,0.029315844400000002,0.0015436016605182815,0.0006903196486200861,0.029944,0.0010180766179418905,0.0004552977048042298,0.02928,0.0008926365441768542,0.000399199198395988,258122.8905268827,2054.022525850519,918.5867990235158,87018.97235751532,4369.309910213314,1954.0147948000943,0.043666500047,0.08798916064409024,0.085284,0.00030278705388441044,0.0001354104870384867,-2.662890457236435,0.018479923631501013,0.008264473091808208,25,5,0.0,0.0,0.0,0.24184799999999998,0.0018302240300028894,0.000818501069028015,0.24382399999999999,0.0059171344416026435,0.002646222968685754,573933.0320349943,11068.87563873615,4950.151672541087,0.0,0.0,0.0,0.023873250023,0.08798916064409024,0.192696,0.0013349456917792566,0.00059700586261778,25,5,0.0,0.0,0.0,0.24194799999999997,0.0024327186438221735,0.0010879448515434956,0.24065599999999998,0.004123454862127162,0.0018440650747736712,257204.30372785917,0.0,0.0,0.0,0.0,0.0,0.043666500047,0.08798916064409024,0.085992,0.0006292217415188412,0.00028139651739138614,-1.4654705503236671,0.007479667714474804,0.0033450090917352296,25,5
3000,20260805,0.086452024,0.002613612679275558,0.0011688431235431006,0.015012000000000001,0.00031324112118302674,0.00014008568806269943,0.014863999999999999,0.0010204312813707759,0.0004563507423024539,2086085.2091229924,0.0,0.0,617601.0629004223,13078.729866803918,5848.985808306066,0.013214999996,0.1290364100439193,0.282576,0.003136858300911905,0.001402845679324702,25,5,0.0318418736,0.0009179831821143587,0.000410534559481855,0.028999999999999998,0.0006079473661428287,0.0002718823274874638,0.028528000000000005,0.0010992360983883306,0.0004915933278635909,1069746.26698669,0.0,0.0,223049.7600940768,6046.666434366599,2704.151436901997,0.016964999993,0.1290364100439193,0.146812,0.0009225616510564429,0.0004125821130393294,25,5,0.08929549619999999,0.0007504125205176775,0.00033559468140889647,1.2000000000000002e-05,1.788854381999832e-05,8.000000000000001e-06,1.6000000000000003e-05,3.577708763999664e-05,1.6000000000000003e-05,516269.26542629243,8.231806349783991e-11,3.681375715146283e-11,330181.6236678117,2005.8699922854892,897.0523313554664,0.028214999996000002,0.1290364100439193,0.1364,0.0009032718306246557,0.0004039554430874813,0.977357436912077,0.004313322729798532,0.001928976566544895,25,5,0.0,0.0,0.0,0.24156,0.002833125482572188,0.0012670122335636616,0.23992,0.004269332500520435,0.0019093035379425696,2086085.2091229924,0.0,0.0,0.0,0.0,0.0,0.013214999996,0.1290364100439193,0.28362000000000004,0.0017734147850968168,0.0007930952023559326,25,5,0.0,0.0,0.0,0.32536400000000004,0.002045746807403124,0.0009148857852213111,0.32480000000000003,0.0030604574821421738,0.0013686781944635498,1552957.0682336618,1.6463612699567982e-10,7.362751430292566e-11,0.0,0.0,0.0,0.014464999995,0.1290364100439193,0.210076,0.0015286857100136777,0.0006836490327646229,25,5,0.0,0.0,0.0,4.000000000000001e-06,8.94427190999916e-06,4.000000000000001e-06,1.6000000000000003e-05,3.577708763999664e-05,1.6000000000000003e-05,516269.26542629243,8.231806349783991e-11,3.681375715146283e-11,0.0,0.0,0.0,0.028214999996000002,0.1290364100439193,0.13597999999999996,0.0011105854312028404,0.0004966689037980935,0.0243216390221281,0.014635571119145718,0.0065452263823885,25,5,0.04034690040000001,0.0015039332336399763,0.0006725793888080121,0.029456,0.000577477272280044,0.0002582556872558666,0.0284,0.001203993355463391,0.000538442197454842,551300.9135634301,11020.43599741331,4928.488806380371,116550.04785262197,5853.6580402376485,2617.835459001916,0.023980250023,0.1290364100439193,0.18539599999999998,0.0014608490681791892,0.0006533115642631783,25,5,0.0279483376,0.0009935798099432172,0.000444342399220871,0.02978,0.0011588787684654498,0.0005182663407939971,0.030288000000000002,0.001857826687288134,0.0008308453526379024,246088.84125818283,2119.3146148871774,947.7863089193032,82493.57356837235,3293.9414720294044,1473.095409072694,0.047173875051,0.1290364100439193,0.081928,0.0005775119046392041,0.0002582711753177273,-2.6623045511721264,0.007280378559904087,0.0032558842723755125,25,5,0.0,0.0,0.0,0.23992,0.0014828351223248068,0.0006631440265884968,0.237728,0.003245969808855291,0.0014516418291024857,543252.7250443298,0.0,0.0,0.0,0.0,0.0,0.023980250023,0.1290364100439193,0.182572,0.00158490378256852,0.0007087905191239514,25,5,0.0,0.0,0.0,0.24146,0.0018112426673419521,0.0008100123455849287,0.23923199999999997,0.004380538779648,0.0019590364978733796,245314.97697750013,2119.3146148871774,947.7863089193032,0.0,0.0,0.0,0.047173875051,0.1290364100439193,0.08000399999999999,0.0010046292848608336,0.00044928387462716483,-1.4584440734876412,0.00678837410524888,0.0030358531912071615,25,5
4000,20260805,0.08271399959999999,0.0021279869628662673,0.0009516647008404589,0.015228,0.0005979297617613632,0.0002674023186137325,0.015024,0.0011347598864958177,0.0005074800488689187,1952151.7155597457,0.0,0.0,571243.8013384023,20273.4390729479,9066.557580962362,0.013259999996,0.16823622889732903,0.27135999999999993,0.0009520504188329568,0.00042576989090352743,25,5,0.030441719599999993,0.0016567685964004738,0.0007409294409076745,0.028408,0.0007460026809603302,0.00033362254120487724,0.02832,0.002080769088582394,0.0009305482255101029,1038585.573640737,15649.215941238417,6998.542127836491,219761.4259221133,14331.561768076284,6409.269267431129,0.018259999992,0.16823622889732903,0.139424,0.0012335639424042825,0.0005516665659617222,25,5,0.0839370488,0.0008787896843617918,0.00039300669443171005,4.000000000000001e-06,8.944271909999161e-06,4.000000000000001e-06,1.6000000000000003e-05,3.5777087639996646e-05,1.6000000000000003e-05,482850.041518749,0.0,0.0,302592.29163606244,1283.8467534057486,574.1537226615327,0.028259999995999995,0.16823622889732903,0.13059199999999999,0.001237242902586219,0.0005533118469723872,0.9800374873166557,0.0031015764730167508,0.0013870671662158994,25,5,0.0,0.0,0.0,0.241248,0.001980838206416675,0.000885857776395289,0.2408,0.00432074067724505,0.001932293973493682,1952151.7155597457,0.0,0.0,0.0,0.0,0.0,0.013259999996,0.16823622889732903,0.269648,0.002187537428251235,0.000978296478578966,25,5,0.0,0.0,0.0,0.326552,0.0010108016620484896,0.00045204424562203836,0.32675200000000004,0.0038622687633047955,0.0017272591004247136,1468358.48750076,9244.56496441032,4134.29513656688,0.0,0.0,0.0,0.014759999994799999,0.16823622889732903,0.20013200000000003,0.0011011448587719922,0.000492446951457716,25,5,0.0,0.0,0.0,1.6000000000000003e-05,1.6733200530681514e-05,7.483314773547884e-06,0.0,0.0,0.0,489516.708186749,14907.119852980002,6666.666667999991,0.0,0.0,0.0,0.028259999995999995,0.16823622889732903,0.13006399999999999,0.0009375393325082394,0.0004192803358136403,0.015718883237961806,0.012503111213573377,0.005591561320757992,25,5,0.0375477076,0.0024408003191160074,0.0010915590866093143,0.029811999999999998,0.000827840564360072,0.0003702215552881821,0.029311999999999994,0.002126104418884457,0.0009508228015776666,520852.89599718014,0.0,0.0,106812.60423607557,6766.253668316258,3025.9606310724935,0.024087250023,0.16823622889732903,0.176844,0.0009234067359511734,0.0004129600464936045,25,5,0.026440529199999997,0.0014674777502651257,0.0006562760010122562,0.029779999999999994,0.0010400000000000006,0.0004651021393199565,0.029471999999999998,0.0017596363260628596,0.0007869332881509077,232798.79015814528,2022.1214490348057,904.3202037604403,78432.73174106267,4522.595909819281,2022.566377823684,0.048047950051799994,0.16823622889732903,0.07725599999999999,0.0018679614557051256,0.0008353777588612246,-2.667594950375007,0.013606487914004583,0.0060850063821487116,25,5,0.0,0.0,0.0,0.241804,0.0005417379440282816,0.00024227257376764277,0.239648,0.003035575727930382,0.0013575507357001483,520852.89599718014,0.0,0.0,0.0,0.0,0.0,0.024087250023,0.16823622889732903,0.176972,0.002093637982078088,0.0009363033696404181,25,5,0.0,0.0,0.0,0.24098000000000003,0.0016163539216396893,0.0007228554488969427,0.239504,0.0038778963369332157,0.0017342479638160196,232028.29770845274,1678.3472676854662,750.5797160791477,0.0,0.0,0.0,0.0480479500518,0.16823622889732903,0.07916,0.0010336343647538047,0.000462255340693864,-1.4625068720204926,0.006473374019406167,0.0028949808702346466,25,5
5000,20260805,0.07709191559999999,0.001681177511484379,0.0007518454395846009,0.015232,0.0003398823325799665,0.0001519999999999993,0.015744,0.0009918064327276775,0.0004435493208201318,1818221.4961924807,0.0,0.0,524593.8673644525,11083.524575521793,4956.702876231246,0.013304999996,0.2056717652757185,0.257192,0.001026703462544071,0.0004591557469965904,25,5,0.028158871600000003,0.0005375707223433962,0.00024040893557469975,0.029155999999999998,0.001009693022655895,0.00045154844701316327,0.029216000000000002,0.0008492820497337754,0.0003798104790550158,998335.939447318,0.0,0.0,205230.3962221812,7408.595213003568,3313.224502811102,0.018304999992,0.2056717652757185,0.132408,0.001972693589993142,0.000882215393200553,25,5,0.07855221,0.0003172376731103994,0.00014187300041974203,4.000000000000001e-06,8.944271909999161e-06,4.000000000000001e-06,0.0,0.0,0.0,478764.3286672843,8944.271911788,4000.0000007999943,293069.4499765246,5799.382258094958,2593.562591321311,0.028304999995999995,0.2056717652757185,0.125098,0.0006609614209619166,0.00029559093355514,0.978816663914543,0.0019783972152932205,0.0008847661319783855,25,5,0.0,0.0,0.0,0.240828,0.0019209685057282975,0.0008590832322889334,0.241872,0.003916161385847117,0.0017513606139227872,1818221.4961924807,0.0,0.0,0.0,0.0,0.0,0.013304999996,0.2056717652757185,0.25856,0.00302886117212393,0.0013545478950557595,25,5,0.0,0.0,0.0,0.32539199999999996,0.003853922676961747,0.0017235266171428858,0.32419200000000004,0.0030191919448753317,0.0013502236851722078,1430119.7324853204,29211.86975697832,13063.945305294757,0.0,0.0,0.0,0.015804999994,0.2056717652757185,0.19186,0.001701234845634193,0.0007608153521058833,25,5,0.0,0.0,0.0,1.2000000000000002e-05,1.7888543819998323e-05,8.000000000000001e-06,1.6000000000000003e-05,3.577708763999664e-05,1.6000000000000003e-05,474079.810204378,15758.993359170936,7047.636081614794,0.0,0.0,0.0,0.0323049999952,0.2056717652757185,0.12547,0.00032764309850812496,0.00014652644812456546,0.002734419329556133,0.0036661274729718933,0.0016395420487489351,25,5,0.034869700000000003,0.0013865931118017263,0.0006201032910243252,0.029776000000000004,0.0013164649634532608,0.0005887410296556534,0.029824,0.0012085032064500284,0.0005404590641297451,496937.769992741,7430.362168447291,3322.958981218177,100533.32592111698,4533.272344522077,2027.341024574242,0.0255312000246,0.2056717652757185,0.166808,0.001247766003704211,0.000558017920859174,25,5,0.024805937200000003,0.0006064434079724183,0.00027120973694659306,0.02964,0.00069512588787931,0.0003108697476436068,0.029311999999999998,0.0011601379228350387,0.0005188294517469104,220939.1637924634,1470.3422295531818,657.557035093903,73752.14197865457,1773.5145493699922,793.1398182952419,0.050933250055000004,0.2056717652757185,0.073156,0.0010635224492223953,0.00047562169841166885,-2.665506311769382,0.005210837228573584,0.0023303572525554287,25,5,0.0,0.0,0.0,0.24306799999999998,0.002567473466269898,0.001148209040201301,0.24232,0.007274063513607771,0.0032530600978155884,499787.183812009,2548.5931978921394,1139.7655274960794,0.0,0.0,0.0,0.024194250022999998,0.2056717652757185,0.16899999999999998,0.0016632498309033395,0.0007438279370929795,25,5,0.0,0.0,0.0,0.242172,0.0016284102677151084,0.0007282472107739226,0.24064000000000002,0.002399999999999995,0.0010733126291998967,222254.2778626512,1800.794104835726,805.3396063787133,0.0,0.0,0.0,0.050933250055000004,0.2056717652757185,0.074244,0.0006522882798272511,0.00029171218692402765,-1.4654155349854558,0.009110519301914127,0.0040743480938807836,25,5
6000,20260805,0.07469374919999999,0.0013664300160824944,0.0006110860804913177,0.014984,0.0006165062854505219,0.0002757099925646513,0.015311999999999997,0.0007388639928972051,0.00033043002284901445,1791570.8825978022,0.0,0.0,523791.89081045764,6796.350702185676,3039.42043380312,0.014599999994999998,0.24142242497081626,0.246644,0.0012844765470805728,0.000574435374955274,25,5,0.0266845708,0.0014638247811794985,0.0006546423435732227,0.029268,0.0006600909028308123,0.0002952016260117809,0.029887999999999998,0.0016224426029909354,0.000725578389975887,940944.3277103,0.0,0.0,189659.26989819465,9861.942397645515,4410.394718264526,0.018349999992,0.24142242497081626,0.12782,0.0014253420642077442,0.0006374323493516771,25,5,0.074357776,0.000632098379810454,0.00028268298914473116,0.0,0.0,0.0,0.0,0.0,0.0,468516.6153709415,0.0,0.0,284632.32989015913,1595.3230911936296,713.4501755968104,0.033349999995,0.24142242497081626,0.12020800000000001,0.001073554842567436,0.0004801083211109743,0.9829788279015341,0.0038003602088789615,0.0016995727532077315,25,5,0.0,0.0,0.0,0.24181599999999998,0.001966234980870806,0.000879327015393024,0.240288,0.003395337980231122,0.001518441306076725,1791570.8825978022,0.0,0.0,0.0,0.0,0.0,0.014599999994999998,0.24142242497081626,0.244616,0.0014651552818728923,0.0006552373615721304,25,5,0.0,0.0,0.0,0.32594,0.0008039900496896516,0.0003595552808678989,0.32785600000000004,0.004503296570291588,0.00201393545080273,1344419.7329911205,0.0,0.0,0.0,0.0,0.0,0.015849999994,0.24142242497081626,0.18282400000000001,0.0014497861911330274,0.0006483640952427903,25,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,468516.6153709415,0.0,0.0,0.0,0.0,0.0,0.033349999995,0.24142242497081626,0.119686,0.00020156884679930397,9.01443287178969e-05,0.02363626840945656,0.013580559180980513,0.0060734107002262585,25,5,0.0323400276,0.001662719347992558,0.0007435906979230976,0.029712,0.0005520144925633734,0.000246868385987351,0.031008,0.001727518451420997,0.0007725697379525035,468122.45602479705,0.0,0.0,91769.32448099751,5014.447378138304,2242.529041422568,0.027658125026999998,0.24142242497081626,0.16016000000000002,0.002034453243503025,0.0009098351499035391,25,5,0.0241489784,0.0009234132869819443,0.00041296297620362977,0.029731999999999998,0.00082007316746739,0.00036674786979613063,0.029008,0.000665972972424558,0.0002978321675037809,210600.54548360192,1463.9910957578022,654.71672171377,70519.04030495691,2174.1914031706297,972.3279547170359,0.0518276250558,0.24142242497081626,0.07092000000000001,0.0006452906321960671,0.0002885827437668441,-2.6634993908179148,0.011456744673812394,0.005123611978300633,25,5,0.0,0.0,0.0,0.24176800000000004,0.003353434060780082,0.001499701303593485,0.24110399999999998,0.005955944929228292,0.0026635795463999267,468122.45602479705,0.0,0.0,0.0,0.0,0.0,0.027658125026999998,0.24142242497081626,0.160704,0.0016627326904827499,0.0007435966648661092,25,5,0.0,0.0,0.0,0.241288,0.0012116600183219636,0.0005418708333173102,0.241472,0.0037256301480420753,0.001666152454008937,210033.12432471834,195.19881275291425,87.29556288855382,0.0,0.0,0.0,0.0538417500582,0.24142242497081626,0.071,0.0011260550608207388,0.0005035871324805663,-1.4678340962323368,0.004909403994730977,0.0021955522122454967,25,5
